pair,seen_at,obs_at,start_time,mins_to_start,fair1,fair2,quote1,quote2,limit_usd,version
hemery|c|taberner|c,2026-09-25 01:01:04,2026-09-25 00:47:25,2026-09-25 11:00:00,598.9,0.4023885909003776,0.5976114090996224,0.42194092827004215,0.6168582375478928,1500,3740895767
lu|j|zhou|a,2026-09-25 01:01:04,2026-09-25 00:47:25,2026-09-25 07:00:00,358.9,0.11100786613859769,0.8889921338614027,0.136986301369863,0.9105545617173525,375,3740892750
cina|f|muller|a,2026-09-25 01:01:04,2026-09-25 00:47:25,2026-09-26 01:00:00,1438.9,0.5070107238387499,0.4929892761612501,0.5238095238095238,0.5098039215686274,2400,3740886917
wu|h|yuan|e,2026-09-25 01:01:04,2026-09-25 00:47:25,2026-09-26 04:00:00,1618.9,0.5713060568084865,0.4286939431915136,0.5967741935483871,0.45454545454545453,250,3740893932
cerundolo|f|ruud|c,2026-09-25 01:01:04,2026-09-25 00:47:25,2026-09-25 12:00:00,658.9,0.46945160993129514,0.5305483900687048,0.5024875621890548,0.5633187772925764,750,3740896157
mannarino|a|tabilo|a,2026-09-25 01:01:04,2026-09-25 00:47:25,2026-09-25 06:30:00,328.9,0.3866691323956914,0.6133308676043085,0.40322580645161293,0.6296296296296295,2400,3740891346
gomez|f|marcondes|i,2026-09-25 01:01:04,2026-09-25 00:47:25,2026-09-25 18:00:00,1018.9,0.6100769494139257,0.38992305058607446,0.6296296296296295,0.4098360655737705,1500,3740896849
hijikata|r|rublev|a,2026-09-25 01:01:04,2026-09-25 00:47:25,2026-09-25 08:30:00,448.9,0.26952301477806234,0.7304769852219377,0.28653295128939826,0.7468354430379747,2400,3740889278
bondar|a|ruse|e,2026-09-25 01:01:04,2026-09-25 00:47:25,2026-09-25 04:30:00,208.9,0.3966080569266066,0.6033919430733934,0.4132231404958678,0.6197718631178707,3000,3740889326
jong|j|mayot|h,2026-09-25 01:01:04,2026-09-25 01:01:04,2026-09-25 11:00:00,598.9,0.5220864148811403,0.47791358511885973,0.5391705069124424,0.49504950495049505,250,3740897443
perez|m|prozorova|s,2026-09-25 01:01:04,2026-09-25 00:47:25,2026-09-25 09:00:00,478.9,0.7326777023801992,0.267322297619801,0.7578692493946732,0.29411764705882354,375,3740893612
gibson|t|sakkari|m,2026-09-25 01:01:04,2026-09-25 00:47:25,2026-09-25 12:00:00,658.9,0.3220248585994843,0.6779751414005156,0.3367003367003367,0.6923076923076923,3600,3740892468
bu|y|majchrzak|k,2026-09-25 01:01:04,2026-09-25 00:47:25,2026-09-26 02:00:00,1498.9,0.4614117323941385,0.5385882676058615,0.47846889952153115,0.5555555555555556,2400,3740889981
dias|p|ribeiro|e,2026-09-25 01:01:04,2026-09-25 00:47:25,2026-09-25 15:00:00,838.9,0.5219190387851586,0.47808096121484156,0.5412844036697247,0.49751243781094534,200,3740895545
adeshina|e|pawlikowska|z,2026-09-25 01:01:04,2026-09-25 00:47:25,2026-09-25 06:30:00,328.9,0.3418689579206585,0.6581310420793415,0.37037037037037035,0.6855345911949686,550,3740889241
pohankova|m|swan|k,2026-09-25 01:01:04,2026-09-25 00:47:25,2026-09-25 13:30:00,748.9,0.5238095238095238,0.47619047619047616,0.5475113122171946,0.5,275,3740886512
fumagalli|f|madaras|d,2026-09-25 01:01:04,2026-09-25 00:47:25,2026-09-25 08:30:00,448.9,0.14928911376538195,0.8507108862346184,0.1841620626151013,0.8799519807923168,375,3740885909
verbeek|s|watt|f,2026-09-25 01:01:04,2026-09-25 00:47:25,2026-09-25 11:30:00,628.9,0.5235950279471765,0.47640497205282345,0.5495495495495495,0.5024875621890548,250,3740892995
colin|p|domingos|d,2026-09-25 01:01:04,2026-09-25 00:47:25,2026-09-25 08:30:00,448.9,0.5153653742375283,0.48463462576247174,0.5475113122171946,0.5169082125603864,375,3740876974
forti|f|petkovic|m,2026-09-25 01:01:04,2026-09-25 00:47:25,2026-09-25 13:00:00,718.9,0.5782343709309808,0.4217656290690191,0.5967741935483871,0.44052863436123346,1500,3740895270
prozorova|t|wang|x,2026-09-25 01:29:53,2026-09-25 01:17:36,2026-09-25 06:30:00,300.1,0.32780856804674474,0.6721914319532553,0.3424657534246575,0.6865203761755486,1200,3740901210
masarova|r|reales|g,2026-09-25 01:29:53,2026-09-25 01:17:36,2026-09-25 10:30:00,540.1,0.5453511946446948,0.4546488053553053,0.5689655172413793,0.47846889952153115,1050,3740898808
hennemann|c|stankovic|a,2026-09-25 01:29:53,2026-09-25 01:17:36,2026-09-25 08:00:00,390.1,0.7210189511488946,0.2789810488511057,0.7530864197530864,0.31347962382445144,750,3740908869
guevara|c|perez|g,2026-09-25 01:29:53,2026-09-25 01:17:36,2026-09-25 10:30:00,540.1,0.5741120804719662,0.42588791952803395,0.6062992125984252,0.4587155963302753,375,3740909823
berecoechea|n|lazarenko|k,2026-09-25 01:29:53,2026-09-25 01:17:36,2026-09-25 10:30:00,540.1,0.7563351296290195,0.24366487037098059,0.788135593220339,0.2785515320334262,375,3740909422
chen|k|peliwo|f,2026-09-25 01:29:53,2026-09-25 01:17:36,2026-09-25 03:00:00,90.1,0.6089633980875238,0.39103660191247636,0.6323529411764706,0.41493775933609955,750,3740904042
colin|p|domingos|d,2026-09-25 01:29:53,2026-09-25 01:17:36,2026-09-25 08:30:00,420.1,0.513167019494862,0.486832980505138,0.5454545454545454,0.5192307692307692,375,3740904455
hurrion|m|nordquist|a,2026-09-25 01:29:53,2026-09-25 01:17:36,2026-09-25 07:30:00,360.1,0.7384697949277453,0.2615302050722548,0.7701149425287357,0.2958579881656805,750,3740903184
jiang|z|ye|s,2026-09-25 01:29:53,2026-09-25 01:17:36,2026-09-25 03:00:00,90.1,0.16931593536256762,0.8306840646374325,0.1941747572815534,0.8529411764705881,750,3740903728
burcescu|m|schaefer|a,2026-09-25 01:29:53,2026-09-25 01:17:36,2026-09-25 08:30:00,420.1,0.489029809426262,0.5109701905737379,0.5215311004784688,0.5433789954337899,375,3740907267
cardozo|j|varillas|j,2026-09-25 01:29:53,2026-09-25 01:18:29,2026-09-25 16:00:00,870.1,0.5952252963075155,0.4047747036924843,0.613899613899614,0.42372881355932196,1500,3740910915
birrell|k|volynets|k,2026-09-25 01:29:53,2026-09-25 01:17:36,2026-09-25 03:00:00,90.1,0.25696086876609026,0.7430391312339095,0.2717391304347826,0.7572815533980582,4000,3740904531
chang|h|preston|j,2026-09-25 01:29:53,2026-09-25 01:17:36,2026-09-25 17:00:00,930.1,0.42852857946245126,0.5714714205375484,0.4608294930875576,0.6031746031746031,250,3740908663
jong|s|xilas|i,2026-09-25 01:29:53,2026-09-25 01:17:36,2026-09-25 10:00:00,510.1,0.6997732063982518,0.30022679360174825,0.7319034852546916,0.33444816053511706,375,3740905272
gurri|m|tiffon|p,2026-09-25 01:29:53,2026-09-25 01:17:36,2026-09-25 11:00:00,570.1,0.5935751338423917,0.40642486615760837,0.6124031007751938,0.425531914893617,1500,3740906904
bertrand|r|henning|p,2026-09-25 01:29:53,2026-09-25 01:17:36,2026-09-25 11:00:00,570.1,0.36200977117951566,0.6379902288204844,0.39525691699604737,0.66996699669967,375,3740905608
gorgodze|e|selekhmeteva|o,2026-09-25 01:29:53,2026-09-25 01:17:36,2026-09-25 15:30:00,840.1,0.336832785572985,0.6631672144270151,0.36101083032490977,0.6865203761755486,275,3740899024
deckers|a|morais|d,2026-09-25 01:29:53,2026-09-25 01:17:36,2026-09-25 09:30:00,480.1,0.7315882414518877,0.26841175854811206,0.7635933806146572,0.30303030303030304,375,3740905558
bondar|a|ruse|e,2026-09-25 01:29:53,2026-09-25 01:17:36,2026-09-25 04:30:00,180.1,0.38958832221593054,0.6104116777840695,0.40485829959514175,0.6254681647940076,3000,3740904042
joint|m|tararudee|l,2026-09-25 01:29:53,2026-09-25 01:18:29,2026-09-25 07:30:00,360.1,0.45705105154036924,0.5429489484596308,0.4716981132075471,0.5575221238938054,4000,3740910813
dilek|d|gasanova|a,2026-09-25 01:29:53,2026-09-25 01:17:36,2026-09-25 13:30:00,720.1,0.15420964591769484,0.8457903540823049,0.18148820326678766,0.8696219035202086,200,3740900097
lu|j|zhou|a,2026-09-25 01:29:53,2026-09-25 01:17:36,2026-09-25 07:00:00,330.1,0.11100786613859769,0.8889921338614027,0.136986301369863,0.9105545617173525,500,3740902932
faucon|r|singh|k,2026-09-25 01:29:53,2026-09-25 01:17:36,2026-09-25 07:00:00,330.1,0.4024594787756535,0.5975405212243465,0.43103448275862066,0.6254681647940076,550,3740906055
strombachs|r|zakaria|f,2026-09-25 01:29:53,2026-09-25 01:17:36,2026-09-25 07:00:00,330.1,0.7139241213878185,0.28607587861218164,0.7416020671834626,0.31545741324921134,550,3740906146
oh|c|sasikumar|m,2026-09-25 01:29:53,2026-09-25 01:17:36,2026-09-25 04:00:00,150.1,0.3662112130226117,0.6337887869773883,0.390625,0.6575342465753424,550,3740899194
kopriva|v|shapovalov|d,2026-09-25 01:29:53,2026-09-25 01:17:36,2026-09-25 05:00:00,210.1,0.24319202980830096,0.756807970191699,0.2604166666666667,0.7732426303854876,3000,3740903821
dias|p|ribeiro|e,2026-09-25 01:29:53,2026-09-25 01:18:29,2026-09-25 12:00:00,630.1,0.5219190387851586,0.47808096121484156,0.5412844036697247,0.49751243781094534,200,3740910921
