pair,seen_at,obs_at,start_time,mins_to_start,fair1,fair2,quote1,quote2,limit_usd,version
maguire|c|parisca|i,2026-09-23 02:54:28,2026-09-23 02:54:22,2026-09-23 10:00:00,425.5,0.037500352785075464,0.9624996472149246,0.06406149903907751,0.9783033195921024,225,3739030905
crivellaro|g|marchi|a,2026-09-23 02:54:28,2026-09-23 02:54:22,2026-09-23 10:30:00,455.5,0.37473783025175833,0.6252621697482417,0.4081632653061224,0.6575342465753424,225,3739030507
handel|t|marcos|p,2026-09-23 02:54:28,2026-09-23 02:54:22,2026-09-23 10:00:00,425.5,0.23111767099591227,0.7688823290040877,0.26595744680851063,0.8003992015968063,100,3739030564
rakhimova|k|volynets|k,2026-09-23 02:54:28,2026-09-23 02:54:22,2026-09-23 03:00:00,5.5,0.34890060852050436,0.6510993914794955,0.36363636363636365,0.6655518394648829,3000,3739032585
crisostomo|g|michalski|d,2026-09-23 02:54:28,2026-09-23 02:54:22,2026-09-23 09:00:00,365.5,0.03679858043944225,0.9632014195605577,0.0632111251580278,0.9788270167266567,225,3739030564
ferrari|g|seghetti|s,2026-09-23 02:54:28,2026-09-23 02:54:22,2026-09-23 09:00:00,365.5,0.7958670856804244,0.20413291431957561,0.8269896193771626,0.23923444976076558,225,3739030905
cekirge|k|sheyngezikht|l,2026-09-23 02:54:28,2026-09-23 02:54:22,2026-09-23 10:00:00,425.5,0.26593822812082457,0.7340617718791754,0.3003003003003003,0.765807962529274,225,3739031068
kotov|p|mochizuki|s,2026-09-23 02:54:28,2026-09-23 02:54:22,2026-09-23 06:30:00,215.5,0.5652028491633639,0.43479715083663617,0.5867768595041323,0.4566210045662101,1300,3739029933
wang|y|zharkikh|m,2026-09-23 02:54:28,2026-09-23 02:54:22,2026-09-23 04:58:00,123.5,0.9727105204649624,0.027289479535037586,0.9828267216211576,0.04310344827586207,450,3739030440
marino|p|vanshelboim|e,2026-09-23 02:54:28,2026-09-23 02:54:22,2026-09-23 09:00:00,365.5,0.29078083476967814,0.7092191652303219,0.3246753246753247,0.7409326424870467,225,3739030905
leykina|p|tang|x,2026-09-23 02:54:28,2026-09-23 02:54:22,2026-09-23 03:58:00,63.5,0.7816380790365862,0.21836192096341353,0.8046875000000001,0.24330900243309006,450,3739030440
krom|m|rodenas|p,2026-09-23 02:54:28,2026-09-23 02:54:22,2026-09-23 10:00:00,425.5,0.27598718606660927,0.7240128139333908,0.3105590062111801,0.7560975609756098,150,3739030849
choi|o|li|x,2026-09-23 02:54:28,2026-09-23 02:54:22,2026-09-23 02:55:00,0.5,0.800785953553467,0.19921404644653296,0.8236331569664903,0.2242152466367713,450,3739029214
borrelli|l|xilas|i,2026-09-23 02:54:28,2026-09-23 02:54:22,2026-09-23 10:00:00,425.5,0.06800874156494635,0.9319912584350538,0.09910802775024777,0.9538319482917822,225,3739030849
jong|s|tomas|i,2026-09-23 02:54:28,2026-09-23 02:54:22,2026-09-23 10:00:00,425.5,0.9463017373666636,0.05369826263333638,0.9656711294198421,0.08305647840531562,150,3739030863
johns|g|rapagnetta|d,2026-09-23 02:54:28,2026-09-23 02:54:22,2026-09-23 10:30:00,455.5,0.5163931486018176,0.48360685139818244,0.5495495495495495,0.5169082125603864,225,3739030905
carboni|l|pennaforti|g,2026-09-23 02:54:28,2026-09-23 02:54:22,2026-09-23 09:00:00,365.5,0.6882998951681147,0.31170010483188526,0.7206703910614525,0.34602076124567477,225,3739030905
giorgio|p|lokoli|l,2026-09-23 02:54:28,2026-09-23 02:54:22,2026-09-23 10:30:00,455.5,0.036543744239579574,0.9634562557604202,0.06289308176100629,0.9790136411332634,225,3739030507
angelini|l|sciahbasi|m,2026-09-23 02:54:28,2026-09-23 02:54:22,2026-09-23 10:30:00,455.5,0.6056328727648724,0.3943671272351277,0.6376811594202898,0.4273504273504274,225,3739030564
gomila|m|melnic|v,2026-09-23 02:54:28,2026-09-23 02:54:22,2026-09-23 10:00:00,425.5,0.7646590210343253,0.23534097896567485,0.7963340122199593,0.27027027027027023,100,3739030507
baum|s|sorger|s,2026-09-23 02:54:28,2026-09-23 02:54:22,2026-09-23 10:00:00,425.5,0.11875952330463928,0.8812404766953608,0.1582278481012658,0.9118942731277533,50,3739029689
pokorny|l|zielinski|m,2026-09-23 02:54:28,2026-09-23 02:54:22,2026-09-23 10:00:00,425.5,0.5317873477239493,0.4682126522760508,0.5633187772925764,0.5,100,3739031984
molleker|r|szerencsits|b,2026-09-23 02:54:28,2026-09-23 02:54:22,2026-09-23 10:00:00,425.5,0.9640577920318769,0.035942207968123106,0.9809922068047899,0.06693440428380187,50,3739029203
krumich|m|recek|d,2026-09-23 02:54:28,2026-09-23 02:54:22,2026-09-23 10:00:00,425.5,0.8584858713045641,0.14151412869543586,0.8908296943231441,0.18148820326678766,50,3739028643
petrovic|a|wistrand|j,2026-09-23 02:54:28,2026-09-23 02:54:22,2026-09-23 11:00:00,485.5,0.8598302588077812,0.14016974119221867,0.8921251348435815,0.1801801801801802,50,3739031035
bekeni|m|heinrich|s,2026-09-23 02:54:28,2026-09-23 02:54:22,2026-09-23 10:00:00,425.5,0.7236519849580537,0.27634801504194656,0.7596153846153847,0.31545741324921134,50,3739028569
boogaard|t|renard|l,2026-09-23 02:54:28,2026-09-23 02:54:22,2026-09-23 12:00:00,545.5,0.9651920047348949,0.03480799526510529,0.9817916970138383,0.0655307994757536,50,3739030991
homola|p|ivanovski|k,2026-09-23 02:54:28,2026-09-23 02:54:22,2026-09-23 10:00:00,425.5,0.10694536522870374,0.8930546347712962,0.14598540145985403,0.9226006191950465,50,3739028678
petrofsky|d|zgola|b,2026-09-23 02:54:28,2026-09-23 02:54:22,2026-09-23 10:00:00,425.5,0.3204885952792276,0.6795114047207725,0.35460992907801414,0.7118155619596541,100,3739031615
krutykh|o|tsitsipas|p,2026-09-23 02:54:28,2026-09-23 02:54:22,2026-09-23 10:00:00,425.5,0.9547261234017029,0.045273876598296806,0.9741935483870968,0.0782472613458529,50,3739028947
dominko|s|michnev|p,2026-09-23 02:54:28,2026-09-23 02:54:22,2026-09-23 10:00:00,425.5,0.8108602858688463,0.18913971413115382,0.8454404945904174,0.22935779816513766,50,3739028761
filip|j|kusy|j,2026-09-23 02:54:28,2026-09-23 02:54:22,2026-09-23 10:00:00,425.5,0.8022000651344054,0.19779993486559458,0.8371335504885994,0.23809523809523808,50,3739028369
friberg|k|vinciguerra|w,2026-09-23 02:54:28,2026-09-23 02:54:22,2026-09-23 12:00:00,545.5,0.7209782863723445,0.27902171362765543,0.7572815533980582,0.3184713375796178,50,3739031022
homola|p|ivanovski|k,2026-09-23 02:59:58,2026-09-23 02:59:22,2026-09-23 10:00:00,420.0,0.10728168061662308,0.8927183193833771,0.14104372355430184,0.9191592562651577,100,3739032901
gallego|i|lazarenko|k,2026-09-23 02:59:58,2026-09-23 02:59:22,2026-09-23 10:00:00,420.0,0.1428092091506794,0.8571907908493208,0.18281535648994515,0.8896247240618101,50,3739034343
dominko|s|michnev|p,2026-09-23 02:59:58,2026-09-23 02:59:22,2026-09-23 10:00:00,420.0,0.8104659328524697,0.18953406714753024,0.8412698412698413,0.2247191011235955,100,3739033516
guevara|c|jialin|t,2026-09-23 02:59:58,2026-09-23 02:59:22,2026-09-23 10:00:00,420.0,0.608737326508165,0.39126267349183497,0.6453900709219857,0.4291845493562232,50,3739032600
park|s|tararudee|l,2026-09-23 02:59:58,2026-09-23 02:59:22,2026-09-23 03:00:00,0.0,0.14402201606749002,0.85597798393251,0.1610305958132045,0.87146529562982,1500,3739034055
jiang|z|wang|w,2026-09-23 02:59:58,2026-09-23 02:59:22,2026-09-23 03:55:00,55.0,0.8240343225703319,0.1759656774296679,0.8463901689708141,0.2008032128514056,450,3739032822
baum|s|sorger|s,2026-09-23 02:59:58,2026-09-23 02:59:22,2026-09-23 10:00:00,420.0,0.11910204915988308,0.8808979508401169,0.15337423312883436,0.9083409715857013,100,3739033516
petrofsky|d|zgola|b,2026-09-23 02:59:58,2026-09-23 02:59:22,2026-09-23 10:00:00,420.0,0.3204885952792276,0.6795114047207725,0.35460992907801414,0.7118155619596541,150,3739033516
jong|s|tomas|i,2026-09-23 02:59:58,2026-09-23 02:59:22,2026-09-23 10:00:00,420.0,0.9463017373666636,0.05369826263333638,0.9656711294198421,0.08305647840531562,225,3739033516
petrovic|a|wistrand|j,2026-09-23 02:59:58,2026-09-23 02:59:22,2026-09-23 11:00:00,480.0,0.8665626071125709,0.133437392887429,0.8949579831932774,0.1680672268907563,100,3739033550
barsukov|n|han|s,2026-09-23 02:59:58,2026-09-23 02:59:22,2026-09-23 05:00:00,120.0,0.7207837216090557,0.27921627839094426,0.7442455242966751,0.303951367781155,350,3738977718
piening|c|siniakov|d,2026-09-23 02:59:58,2026-09-23 02:59:22,2026-09-23 08:30:00,330.0,0.0647783025070041,0.9352216974929959,0.09551098376313276,0.9565406345067362,150,3739033062
ivanov|v|lemaitre|t,2026-09-23 02:59:58,2026-09-23 02:59:22,2026-09-23 10:00:00,420.0,0.4441682276976195,0.5558317723023807,0.4807692307692307,0.5918367346938775,50,3739033371
banerjee|s|minasyan|m,2026-09-23 02:59:58,2026-09-23 02:59:22,2026-09-23 13:00:00,600.0,0.9863374020218046,0.013662597978195424,0.9949733588016486,0.036589828027808274,50,3739031430
choi|o|li|x,2026-09-23 02:59:58,2026-09-23 02:59:22,2026-09-23 02:55:00,-5.0,0.800785953553467,0.19921404644653296,0.8236331569664903,0.2242152466367713,450,3739033550
kakenova|a|zhu|c,2026-09-23 02:59:58,2026-09-23 02:59:22,2026-09-23 04:54:00,114.0,0.06349256911165894,0.9365074308883411,0.08445945945945946,0.9525391551969625,450,3739033550
gomila|m|melnic|v,2026-09-23 02:59:58,2026-09-23 02:59:22,2026-09-23 10:00:00,420.0,0.7646590210343253,0.23534097896567485,0.7963340122199593,0.27027027027027023,225,3739032901
boogaard|t|renard|l,2026-09-23 02:59:58,2026-09-23 02:59:22,2026-09-23 12:00:00,540.0,0.9653070181497084,0.03469298185029161,0.9803844644958807,0.060642813826561545,100,3739033011
bernet|h|sigsgaard|c,2026-09-23 02:59:58,2026-09-23 02:59:22,2026-09-23 16:00:00,780.0,0.8042507496168361,0.19574925038316388,0.8389694041867954,0.23584905660377356,50,3739031649
galus|p|shylov|h,2026-09-23 02:59:58,2026-09-23 02:59:22,2026-09-23 08:30:00,330.0,0.2157332453108669,0.7842667546891332,0.2506265664160401,0.8154981549815498,150,3739032901
wang|y|zharkikh|m,2026-09-23 02:59:58,2026-09-23 02:59:22,2026-09-23 04:58:00,118.0,0.9727105204649624,0.027289479535037586,0.9828267216211576,0.04310344827586207,450,3739035058
llorca|l|pavlova|k,2026-09-23 02:59:58,2026-09-23 02:59:22,2026-09-23 10:00:00,420.0,0.367215754804897,0.6327842451951032,0.40485829959514175,0.6688741721854304,50,3739034843
larsson|k|vasa|e,2026-09-23 02:59:58,2026-09-23 02:59:22,2026-09-23 13:00:00,600.0,0.06823197560853658,0.9317680243914634,0.1044932079414838,0.9560632688927945,50,3739031420
lu|j|yi|q,2026-09-23 02:59:58,2026-09-23 02:59:22,2026-09-23 04:00:00,60.0,0.8820867176746966,0.11791328232530347,0.9024390243902439,0.14184397163120568,450,3739035058
krumich|m|recek|d,2026-09-23 02:59:58,2026-09-23 02:59:22,2026-09-23 10:00:00,420.0,0.8581202642002439,0.14187973579975646,0.8870056497175142,0.17667844522968199,150,3739033516
hesse|a|rouvroy|m,2026-09-23 02:59:58,2026-09-23 02:59:22,2026-09-23 10:00:00,420.0,0.4999999999999999,0.4999999999999999,0.5370370370370371,0.5370370370370371,50,3739033183
marek|w|vasa|i,2026-09-23 02:59:58,2026-09-23 02:59:22,2026-09-23 15:00:00,720.0,0.5064665987129028,0.49353340128709705,0.5433789954337899,0.5305164319248826,50,3739031717
mortensen|r|rojas|s,2026-09-23 02:59:58,2026-09-23 02:59:22,2026-09-23 10:00:00,420.0,0.5873047032992419,0.41269529670075805,0.6240601503759399,0.4504504504504505,50,3739033193
lane|l|poulsen|o,2026-09-23 02:59:58,2026-09-23 02:59:22,2026-09-23 15:00:00,720.0,0.3320640598338377,0.6679359401661624,0.37037037037037035,0.7041420118343195,50,3739031615
garcia|a|giaccio|j,2026-09-23 02:59:58,2026-09-23 02:59:22,2026-09-23 09:00:00,360.0,0.08434830890321494,0.915651691096785,0.12210012210012208,0.9424956871765382,50,3739034249
friberg|k|vinciguerra|w,2026-09-23 02:59:58,2026-09-23 02:59:22,2026-09-23 12:00:00,540.0,0.7210189511488946,0.2789810488511057,0.7530864197530864,0.31347962382445144,100,3739033516
krutykh|o|tsitsipas|p,2026-09-23 02:59:58,2026-09-23 02:59:22,2026-09-23 10:00:00,420.0,0.9544674964533049,0.04553250354669523,0.9721681046479266,0.07363770250368189,100,3739033011
marmousez|l|reyniak|m,2026-09-23 02:59:58,2026-09-23 02:59:22,2026-09-23 10:00:00,420.0,0.932627937340632,0.06737206265936789,0.9543795620437956,0.09842519685039369,225,3739032901
diaz|e|giustino|l,2026-09-23 02:59:58,2026-09-23 02:59:22,2026-09-23 10:00:00,420.0,0.13478135865457508,0.865218641345425,0.1694915254237288,0.8937300743889479,225,3739033417
krom|m|rodenas|p,2026-09-23 02:59:58,2026-09-23 02:59:22,2026-09-23 10:00:00,420.0,0.27598718606660927,0.7240128139333908,0.3105590062111801,0.7560975609756098,225,3739033417
filip|j|kusy|j,2026-09-23 02:59:58,2026-09-23 02:59:22,2026-09-23 10:00:00,420.0,0.7962915632082243,0.2037084367917758,0.8272884283246977,0.23866348448687355,150,3739033516
leykina|p|tang|x,2026-09-23 02:59:58,2026-09-23 02:59:22,2026-09-23 03:58:00,58.0,0.7816380790365862,0.21836192096341353,0.8046875000000001,0.24330900243309006,450,3739035058
molleker|r|szerencsits|b,2026-09-23 02:59:58,2026-09-23 02:59:22,2026-09-23 10:00:00,420.0,0.9638201371876857,0.036179862812314285,0.9792874896437449,0.06246096189881325,100,3739033550
pokorny|l|zielinski|m,2026-09-23 02:59:58,2026-09-23 02:59:22,2026-09-23 10:00:00,420.0,0.5317873477239493,0.4682126522760508,0.5633187772925764,0.5,150,3739033011
bekeni|m|heinrich|s,2026-09-23 02:59:58,2026-09-23 02:59:22,2026-09-23 10:00:00,420.0,0.7236898886845871,0.2763101113154131,0.7555012224938876,0.3105590062111801,150,3739033516
lorusso|l|waldner|n,2026-09-23 03:24:41,2026-09-23 03:14:28,2026-09-23 09:00:00,335.2,0.5449195942991111,0.4550804057008891,0.5726495726495727,0.48309178743961345,350,3739035996
ehab|m|senn|n,2026-09-23 03:24:41,2026-09-23 03:14:28,2026-09-23 09:00:00,335.2,0.4024594787756535,0.5975405212243465,0.43103448275862066,0.6254681647940076,350,3739035996
longueville|r|szabo|b,2026-09-23 03:24:41,2026-09-23 03:19:13,2026-09-23 09:00:00,335.2,0.3544166573987041,0.645583342601296,0.38759689922480617,0.6774193548387096,150,3739041861
astakhova|d|korneeva|a,2026-09-23 03:24:41,2026-09-23 03:14:28,2026-09-23 06:30:00,185.2,0.14062933481718118,0.8593706651828189,0.15748031496062992,0.87468671679198,1125,3739038579
hatouka|y|zanolini|c,2026-09-23 03:24:41,2026-09-23 03:14:28,2026-09-23 09:00:00,335.2,0.5380489939190274,0.46195100608097267,0.5708154506437768,0.49504950495049505,225,3739040017
back|d|joint|m,2026-09-23 03:24:41,2026-09-23 03:14:28,2026-09-23 05:00:00,95.2,0.23370480098129004,0.7662951990187099,0.24875621890547267,0.7807017543859649,3000,3739038801
gallego|i|lazarenko|k,2026-09-23 03:24:41,2026-09-23 03:14:28,2026-09-23 10:00:00,395.2,0.14834533134380018,0.8516546686562001,0.18315018315018314,0.8808104886769964,225,3739038253
marek|w|vasa|i,2026-09-23 03:24:41,2026-09-23 03:14:28,2026-09-23 15:00:00,695.2,0.5065800867774211,0.493419913222579,0.5391705069124424,0.5260663507109005,225,3739037790
lane|l|poulsen|o,2026-09-23 03:24:41,2026-09-23 03:14:28,2026-09-23 15:00:00,695.2,0.33247884735270183,0.6675211526472984,0.3663003663003663,0.6996996996996997,225,3739037790
alhogbani|a|krajci|m,2026-09-23 03:24:41,2026-09-23 03:14:28,2026-09-23 09:00:00,335.2,0.17367034871561549,0.8263296512843845,0.20366598778004072,0.8527245949926362,350,3739037790
galus|p|shylov|h,2026-09-23 03:24:41,2026-09-23 03:14:28,2026-09-23 08:30:00,305.2,0.21902457595826483,0.7809754240417353,0.24875621890547267,0.8080614203454896,350,3739040149
jiang|z|wang|w,2026-09-23 03:24:41,2026-09-23 03:14:28,2026-09-23 04:20:00,55.2,0.8240343225703319,0.1759656774296679,0.8463901689708141,0.2008032128514056,450,3739040360
sacco|f|snigireva|a,2026-09-23 03:24:41,2026-09-23 03:15:47,2026-09-23 09:00:00,335.2,0.7447027013945864,0.25529729860541367,0.7722095671981777,0.2849002849002849,350,3739041647
bernet|h|sigsgaard|c,2026-09-23 03:24:41,2026-09-23 03:14:28,2026-09-23 16:00:00,755.2,0.8037149162455881,0.19628508375441184,0.8347107438016529,0.23148148148148145,150,3739038316
hesse|a|rouvroy|m,2026-09-23 03:24:41,2026-09-23 03:14:28,2026-09-23 10:00:00,395.2,0.5,0.5,0.5327102803738317,0.5327102803738317,225,3739040017
dominko|s|michnev|p,2026-09-23 03:24:41,2026-09-23 03:14:28,2026-09-23 10:00:00,395.2,0.8104659328524697,0.18953406714753024,0.8412698412698413,0.2247191011235955,225,3739035996
baum|s|sorger|s,2026-09-23 03:24:41,2026-09-23 03:14:28,2026-09-23 10:00:00,395.2,0.11910204915988308,0.8808979508401169,0.15337423312883436,0.9083409715857013,225,3739036139
hamrouni|n|matsumoto|y,2026-09-23 03:24:41,2026-09-23 03:14:28,2026-09-23 10:30:00,425.2,0.10057781985766574,0.8994221801423343,0.1392757660167131,0.9282639885222382,50,3739040265
ceuca|a|hrabavets|u,2026-09-23 03:24:41,2026-09-23 03:14:28,2026-09-23 09:00:00,335.2,0.5978455580728507,0.40215444192714933,0.6296296296296295,0.4347826086956522,225,3739039649
garcia|a|paez|l,2026-09-23 03:24:41,2026-09-23 03:14:28,2026-09-23 09:00:00,335.2,0.7848390816492524,0.21516091835074752,0.81203007518797,0.24509803921568626,350,3739037697
delledera|f|lizunova|a,2026-09-23 03:24:41,2026-09-23 03:15:47,2026-09-23 09:00:00,335.2,0.09122733853083935,0.9087726614691607,0.11904761904761904,0.9306037473976404,350,3739041756
arzhankin|a|ibrahim|k,2026-09-23 03:24:41,2026-09-23 03:14:28,2026-09-23 09:00:00,335.2,0.8141985231229839,0.18580147687701606,0.8410174880763116,0.2159827213822894,350,3739037697
lizarazo|y|pistola|i,2026-09-23 03:24:41,2026-09-23 03:15:47,2026-09-23 09:00:00,335.2,0.3125355183354531,0.6874644816645469,0.34602076124567477,0.7191011235955056,150,3739041756
friberg|k|vinciguerra|w,2026-09-23 03:24:41,2026-09-23 03:14:28,2026-09-23 12:00:00,515.2,0.7210189511488946,0.2789810488511057,0.7530864197530864,0.31347962382445144,225,3739038316
rabl|l|samir|s,2026-09-23 03:24:41,2026-09-23 03:15:47,2026-09-23 09:00:00,335.2,0.19659828321543374,0.8034017167845661,0.23148148148148145,0.8341625207296849,225,3739041366
milovanova|v|vaissaud|d,2026-09-23 03:24:41,2026-09-23 03:15:47,2026-09-23 09:00:00,335.2,0.5523759983316987,0.44762400166830135,0.5850622406639003,0.4807692307692307,225,3739041756
dougaz|a|komagata|r,2026-09-23 03:24:41,2026-09-23 03:15:47,2026-09-23 03:17:00,-7.8,0.9563252150753695,0.04367478492463023,0.9696048632218845,0.06238303181534622,450,3739041861
molleker|r|szerencsits|b,2026-09-23 03:24:41,2026-09-23 03:14:28,2026-09-23 10:00:00,395.2,0.9638201371876857,0.036179862812314285,0.9792874896437449,0.06246096189881325,225,3739036139
horvit|m|turini|v,2026-09-23 03:24:41,2026-09-23 03:15:47,2026-09-23 10:30:00,425.2,0.2687163128669721,0.7312836871330279,0.30303030303030304,0.7630331753554502,100,3739041756
hu|j|kopriva|v,2026-09-23 03:24:41,2026-09-23 03:14:28,2026-09-23 06:30:00,185.2,0.021208262041221466,0.9787917379587788,0.03379520108144644,0.9867549668874173,275,3739036139
jubb|p|lanik|t,2026-09-23 03:24:41,2026-09-23 03:14:28,2026-09-23 09:00:00,335.2,0.9313121055993976,0.0686878944006024,0.9506660088801184,0.09487666034155598,350,3739036139
bilardo|f|colmegna|m,2026-09-23 03:24:41,2026-09-23 03:15:47,2026-09-23 07:30:00,245.2,0.16818633998600205,0.8318136600139979,0.2032520325203252,0.8618784530386739,150,3739041861
hietaranta|l|tomase|e,2026-09-23 03:24:41,2026-09-23 03:14:28,2026-09-23 10:00:00,395.2,0.3890520323303466,0.6109479676696534,0.42194092827004215,0.6428571428571428,225,3739039845
garnevska|v|stamatova|j,2026-09-23 03:24:41,2026-09-23 03:15:47,2026-09-23 08:00:00,275.2,0.5650136343271807,0.4349863656728193,0.5967741935483871,0.4672897196261683,100,3739041861
lukas|t|meliss|v,2026-09-23 03:24:41,2026-09-23 03:15:47,2026-09-23 07:30:00,245.2,0.75225928527222,0.24774071472778,0.7840172786177105,0.2824858757062147,150,3739041291
kroitor|k|sanchez|m,2026-09-23 03:24:41,2026-09-23 03:14:28,2026-09-23 08:30:00,305.2,0.865060159086043,0.13493984091395708,0.88998899889989,0.16447368421052633,350,3739039796
lu|j|yi|q,2026-09-23 03:24:41,2026-09-23 03:19:13,2026-09-23 05:25:00,120.2,0.8820867176746966,0.11791328232530347,0.9024390243902439,0.14184397163120568,450,3739042140
castagnola|l|hrazdil|j,2026-09-23 03:24:41,2026-09-23 03:14:28,2026-09-23 09:00:00,335.2,0.7901052580308432,0.20989474196915686,0.8171846435100548,0.23980815347721823,350,3739036139
biro|m|safta|a,2026-09-23 03:24:41,2026-09-23 03:14:28,2026-09-23 07:00:00,215.2,0.6466635764698324,0.35333642353016753,0.66996699669967,0.37735849056603776,350,3739036223
abouelsaad|h|lim|a,2026-09-23 03:24:41,2026-09-23 03:14:28,2026-09-23 09:00:00,335.2,0.2504104958017325,0.7495895041982674,0.2849002849002849,0.7811816192560176,225,3739040017
adeshina|e|zelinskaya|d,2026-09-23 03:24:41,2026-09-23 03:14:28,2026-09-23 09:00:00,335.2,0.5251728140745587,0.4748271859254414,0.5575221238938054,0.5073891625615764,225,3739040208
crisostomo|g|michalski|d,2026-09-23 03:24:41,2026-09-23 03:14:28,2026-09-23 09:00:00,335.2,0.037026890370086385,0.9629731096299136,0.05896226415094339,0.9769479022591055,350,3739037790
banerjee|s|minasyan|m,2026-09-23 03:24:41,2026-09-23 03:14:28,2026-09-23 13:00:00,575.2,0.986201314442455,0.013798685557545123,0.9942502299908004,0.03274394237066143,225,3739038129
babel|o|paganetti|v,2026-09-23 03:24:41,2026-09-23 03:14:28,2026-09-23 07:30:00,245.2,0.5762051576302626,0.42379484236973747,0.6124031007751938,0.4608294930875576,50,3739037860
hurkacz|h|shevchenko|a,2026-09-23 03:24:41,2026-09-23 03:15:47,2026-09-24 01:00:00,1295.2,0.8173149644002861,0.1826850355997139,0.8313659359190556,0.19762845849802374,2250,3739041756
ferrari|g|seghetti|s,2026-09-23 03:24:41,2026-09-23 03:14:28,2026-09-23 09:00:00,335.2,0.7952948103514167,0.20470518964858336,0.822380106571936,0.2347417840375587,350,3739036171
golovina|m|wildgruber|a,2026-09-23 03:24:41,2026-09-23 03:15:47,2026-09-23 09:00:00,335.2,0.9491526362495815,0.050847363750418484,0.9658236500341765,0.07501875468867217,350,3739041756
cirez|c|gennaro|c,2026-09-23 03:24:41,2026-09-23 03:15:47,2026-09-23 10:30:00,425.2,0.6393089637241492,0.3606910362758508,0.6710526315789473,0.39370078740157477,150,3739041291
fondriest|m|singh|k,2026-09-23 03:24:41,2026-09-23 03:14:28,2026-09-23 09:00:00,335.2,0.10851479545769721,0.8914852045423028,0.13717421124828533,0.9147485080988917,350,3739036139
hansen|s|tupitsyna|e,2026-09-23 03:24:41,2026-09-23 03:15:47,2026-09-23 09:00:00,335.2,0.06242804388985802,0.937571956110142,0.0929368029739777,0.9585234342596433,225,3739041291
homola|p|ivanovski|k,2026-09-23 03:24:41,2026-09-23 03:14:28,2026-09-23 10:00:00,395.2,0.10728168061662308,0.8927183193833771,0.14104372355430184,0.9191592562651577,225,3739035551
hansen|s|jamshidi|e,2026-09-23 03:24:41,2026-09-23 03:15:47,2026-09-23 07:30:00,245.2,0.650375938330114,0.349624061669886,0.6784565916398714,0.37878787878787884,350,3739041291
dumitru|k|jaeger|e,2026-09-23 03:24:41,2026-09-23 03:14:28,2026-09-23 07:00:00,215.2,0.5368891287931538,0.46311087120684624,0.5614035087719298,0.48780487804878053,350,3739036139
ebster|a|herazo|m,2026-09-23 03:24:41,2026-09-23 03:14:28,2026-09-23 07:00:00,215.2,0.13840065011730152,0.8615993498826985,0.16286644951140067,0.882903981264637,350,3739036139
bekeni|m|heinrich|s,2026-09-23 03:24:41,2026-09-23 03:14:28,2026-09-23 10:00:00,395.2,0.726627077988392,0.27337292201160796,0.7584541062801933,0.3076923076923077,225,3739036954
petrovic|a|wistrand|j,2026-09-23 03:24:41,2026-09-23 03:14:28,2026-09-23 11:00:00,455.2,0.8665626071125709,0.133437392887429,0.8949579831932774,0.1680672268907563,225,3739037790
duckworth|j|sonego|l,2026-09-23 03:24:41,2026-09-23 03:15:47,2026-09-24 01:00:00,1295.2,0.4286525798240841,0.571347420175916,0.4424778761061947,0.5850622406639003,3000,3739041861
morais|d|poullain|l,2026-09-23 03:24:41,2026-09-23 03:14:28,2026-09-23 11:00:00,455.2,0.19357361614864754,0.8064263838513525,0.22883295194508008,0.83739837398374,225,3739039242
basilashvili|n|cina|f,2026-09-23 03:24:41,2026-09-23 03:14:28,2026-09-23 06:30:00,185.2,0.37180037785176134,0.6281996221482387,0.390625,0.646643109540636,1300,3739035996
piening|c|siniakov|d,2026-09-23 03:24:41,2026-09-23 03:14:28,2026-09-23 08:30:00,305.2,0.06507608567115085,0.9349239143288491,0.09090909090909091,0.9537892791127541,350,3739037790
cirotte|a|ezzedine|m,2026-09-23 03:24:41,2026-09-23 03:14:28,2026-09-23 10:30:00,425.2,0.8917692055445562,0.10823079445544409,0.9183006535947712,0.14204545454545456,225,3739040149
giambelli|c|steur|j,2026-09-23 03:24:41,2026-09-23 03:15:47,2026-09-23 10:30:00,425.2,0.0372633586342685,0.9627366413657318,0.06377551020408163,0.978480740262535,150,3739041366
krumich|m|recek|d,2026-09-23 03:24:41,2026-09-23 03:14:28,2026-09-23 10:00:00,395.2,0.8598896337215091,0.1401103662784909,0.8886414253897551,0.17482517482517484,225,3739040813
efremova|a|sedysheva|a,2026-09-23 03:24:41,2026-09-23 03:15:47,2026-09-23 09:00:00,335.2,0.5781824587455222,0.42181754125447785,0.6062992125984252,0.4504504504504505,350,3739041861
griekspoor|t|shapovalov|d,2026-09-23 03:24:41,2026-09-23 03:15:47,2026-09-24 01:00:00,1295.2,0.4296285963740005,0.5703714036259995,0.4444444444444444,0.5850622406639003,3000,3739041756
boogaard|t|renard|l,2026-09-23 03:24:41,2026-09-23 03:14:28,2026-09-23 12:00:00,515.2,0.9653070181497084,0.03469298185029161,0.9803844644958807,0.060642813826561545,225,3739037790
kotov|p|mochizuki|s,2026-09-23 03:24:41,2026-09-23 03:14:28,2026-09-23 06:30:00,185.2,0.5653627119642659,0.4346372880357341,0.5850622406639003,0.45454545454545453,1300,3739035996
boullay|o|newberry|l,2026-09-23 03:24:41,2026-09-23 03:14:28,2026-09-23 09:30:00,365.2,0.8934169679936088,0.1065830320063914,0.9228989976869699,0.14556040756914118,50,3739040066
