pair,seen_at,obs_at,start_time,mins_to_start,fair1,fair2,quote1,quote2,limit_usd,version
barsukov|n|han|s,2026-09-23 02:10:35,2026-09-23 02:08:29,2026-09-23 04:00:00,109.4,0.7539370473955433,0.24606295260445682,0.7772828507795101,0.2710027100271003,450,3739004395
korokozidi|e|zeltina|b,2026-09-23 02:10:35,2026-09-23 02:08:29,2026-09-23 08:00:00,349.4,0.47885111898580046,0.5211488810141994,0.5073891625615764,0.5495495495495495,350,3739004266
ku|y|ruse|e,2026-09-23 02:10:35,2026-09-23 02:08:29,2026-09-24 01:00:00,1369.4,0.23201612198287822,0.7679838780171218,0.24937655860349128,0.7844827586206897,1800,3739006890
paardekooper|s|ricci|p,2026-09-23 02:10:35,2026-09-23 02:08:29,2026-09-23 06:00:00,229.4,0.8567355837013702,0.1432644162986298,0.8781973203410476,0.16778523489932887,350,3739006403
back|d|joint|m,2026-09-23 02:10:35,2026-09-23 02:08:29,2026-09-23 05:00:00,169.4,0.21339541997497813,0.7866045800250219,0.22831050228310504,0.800796812749004,2250,3739004395
ehrenschneider|n|ferguson|c,2026-09-23 02:10:35,2026-09-23 02:03:34,2026-09-23 02:11:16,0.7,0.5583659181727467,0.4416340818272533,0.5815899581589958,0.46511627906976744,450,3739005008
andreeva|m|sasnovich|a,2026-09-23 02:10:35,2026-09-23 02:08:29,2026-09-23 10:30:00,499.4,0.8883955172777321,0.1116044827222679,0.9047619047619049,0.1303780964797914,1000,3739005112
galarneau|a|harris|l,2026-09-23 02:10:35,2026-09-23 02:08:29,2026-09-23 05:00:00,169.4,0.2580370134579117,0.7419629865420883,0.2777777777777778,0.7607655502392345,1750,3739006536
maquet|m|yaneva|e,2026-09-23 02:10:35,2026-09-23 02:08:29,2026-09-23 08:00:00,349.4,0.14543892792655083,0.8545610720734493,0.17513134851138354,0.8799519807923168,350,3739004395
garland|j|wang|x,2026-09-23 02:10:35,2026-09-23 02:08:29,2026-09-24 02:00:00,1429.4,0.25731791348267025,0.7426820865173296,0.2724795640326976,0.7572815533980582,3000,3739005975
sun|f|tomic|b,2026-09-23 02:10:35,2026-09-23 02:08:29,2026-09-23 06:00:00,229.4,0.3488191027200995,0.6511808972799007,0.37037037037037035,0.6721311475409836,1300,3739004266
liu|s|xia|y,2026-09-23 02:10:35,2026-09-23 02:08:29,2026-09-23 02:12:06,1.5,0.39570200884341317,0.6042979911565869,0.42016806722689076,0.6282527881040892,450,3739006364
birrell|k|ma|y,2026-09-23 02:10:35,2026-09-23 02:08:29,2026-09-24 01:00:00,1369.4,0.6999045908639792,0.300095409136021,0.71671388101983,0.31746031746031744,1800,3739006921
sinclair|c|yang|z,2026-09-23 02:10:35,2026-09-23 02:08:29,2026-09-23 04:00:00,109.4,0.9497777044489397,0.0502222955510603,0.9640675530003594,0.06978367062107467,450,3739004340
connel|j|larue|l,2026-09-23 02:10:35,2026-09-23 02:08:29,2026-09-23 08:00:00,349.4,0.857142857142857,0.14285714285714302,0.8823529411764706,0.1724137931034483,350,3739006536
eala|a|prozorova|t,2026-09-23 02:10:35,2026-09-23 02:08:29,2026-09-24 02:00:00,1429.4,0.805718395690622,0.19428160430937808,0.8198198198198198,0.2092050209205021,2250,3739006022
dougaz|a|komagata|r,2026-09-23 02:10:35,2026-09-23 02:08:29,2026-09-23 03:08:00,57.4,0.9563252150753695,0.04367478492463023,0.9696048632218845,0.06238303181534622,450,3739005763
bondar|a|charaeva|a,2026-09-23 02:10:35,2026-09-23 02:08:29,2026-09-24 01:00:00,1369.4,0.6377557200730876,0.3622442799269124,0.6539792387543253,0.37878787878787884,1800,3739006629
aguiard|e|li|s,2026-09-23 02:10:35,2026-09-23 02:08:29,2026-09-23 02:13:06,2.5,0.984024026337186,0.015975973662814034,0.9911668580514088,0.02872737719046251,450,3739005807
fernandez|l|parks|a,2026-09-23 02:10:35,2026-09-23 02:08:29,2026-09-23 12:00:00,589.4,0.7453113688814372,0.2546886311185628,0.7596153846153847,0.2695417789757412,3000,3739005208
cucu|s|zhenikhova|s,2026-09-23 02:10:35,2026-09-23 02:08:29,2026-09-23 08:00:00,349.4,0.15984323202727954,0.8401567679727207,0.18975332068311196,0.8661311914323963,350,3739004340
cirstea|j|popa|g,2026-09-23 02:10:35,2026-09-23 02:08:29,2026-09-23 08:00:00,349.4,0.0810522222876055,0.9189477777123943,0.10822510822510822,0.9397590361445783,350,3739004266
hu|h|tang|s,2026-09-23 02:10:35,2026-09-23 02:08:29,2026-09-23 04:00:00,109.4,0.015148675662994132,0.9848513243370058,0.027616680475006903,0.9917382683410444,450,3739004395
biryukov|p|muller|a,2026-09-23 02:10:35,2026-09-23 02:08:29,2026-09-23 05:00:00,169.4,0.3062088519982352,0.6937911480017648,0.32573289902280134,0.7126436781609194,1750,3739006403
barbulescu|b|boyden|m,2026-09-23 02:10:35,2026-09-23 02:08:29,2026-09-23 08:00:00,349.4,0.8904274915214975,0.10957250847850285,0.9137931034482759,0.1383125864453665,350,3739004340
iakubenko|v|walters|m,2026-09-23 02:10:35,2026-09-23 02:08:29,2026-09-23 06:00:00,229.4,0.4931805498663601,0.5068194501336398,0.5169082125603864,0.5305164319248826,350,3739004266
bakshi|a|dolzhenkov|d,2026-09-23 02:10:35,2026-09-23 02:08:29,2026-09-23 06:00:00,229.4,0.8665790545985764,0.13342094540142355,0.8876404494382022,0.15772870662460567,350,3739004340
masarova|r|serban|i,2026-09-23 02:10:35,2026-09-23 02:08:29,2026-09-23 09:00:00,409.4,0.8847941820943301,0.11520581790566982,0.9085086916742909,0.1440922190201729,350,3739007650
noguchi|r|svrcina|d,2026-09-23 02:10:35,2026-09-23 02:08:29,2026-09-23 06:00:00,229.4,0.1930519762528049,0.8069480237471952,0.21551724137931033,0.8275862068965518,975,3739006536
ostapenko|j|preston|t,2026-09-23 02:10:35,2026-09-23 02:08:29,2026-09-24 01:00:00,1369.4,0.7260302297009009,0.27396977029909864,0.7429305912596401,0.29154518950437314,1800,3739006741
bakhshaliev|i|balsekar|a,2026-09-23 02:10:35,2026-09-23 02:08:29,2026-09-23 06:00:00,229.4,0.020477591178207112,0.9795224088217932,0.03460207612456748,0.9879532586435369,350,3739004340
barsukov|n|han|s,2026-09-23 02:32:42,2026-09-23 02:29:09,2026-09-23 05:00:00,147.3,0.7207837216090557,0.27921627839094426,0.7442455242966751,0.303951367781155,350,3738977718
poritskyy|a|zakaria|f,2026-09-23 02:32:42,2026-09-23 02:29:09,2026-09-23 09:00:00,387.3,0.0575573277522934,0.9424426722477066,0.09250693802035152,0.9647017296152488,50,3739017030
jang|d|zimmermann|p,2026-09-23 02:32:42,2026-09-23 02:29:09,2026-09-23 08:00:00,327.3,0.6094923111350043,0.3905076888649956,0.635036496350365,0.4166666666666667,500,3739012390
akli|a|knutson|g,2026-09-23 02:32:42,2026-09-23 02:29:09,2026-09-23 11:30:00,537.3,0.36353440762017447,0.6364655923798255,0.38759689922480617,0.6598639455782314,200,3739010461
basilashvili|n|cina|f,2026-09-23 02:32:42,2026-09-23 02:32:42,2026-09-23 06:30:00,237.3,0.3748388746919347,0.6251611253080653,0.3968253968253968,0.646643109540636,1300,3739019943
fellin|p|ouakaa|a,2026-09-23 02:32:42,2026-09-23 02:29:09,2026-09-23 09:00:00,387.3,0.5447378529287051,0.4552621470712949,0.5815899581589958,0.4926108374384236,50,3739017090
krejcikova|m|sutjiadi|e,2026-09-23 02:32:42,2026-09-23 02:29:09,2026-09-23 10:00:00,447.3,0.47414630713452915,0.5258536928654708,0.5,0.5515695067264574,500,3739012147
ehab|m|senn|n,2026-09-23 02:32:42,2026-09-23 02:32:42,2026-09-23 09:00:00,387.3,0.40122282308850266,0.5987771769114975,0.43859649122807015,0.635036496350365,50,3739019413
gormaz|l|pieri|j,2026-09-23 02:32:42,2026-09-23 02:29:09,2026-09-23 12:30:00,597.3,0.8332844214869689,0.16671557851303107,0.8554913294797688,0.19157088122605365,200,3739010442
maric|d|simionescu|d,2026-09-23 02:32:42,2026-09-23 02:32:42,2026-09-23 06:30:00,237.3,0.6603517231933964,0.3396482768066036,0.6835443037974683,0.36363636363636365,350,3739019968
dodin|o|malygina|e,2026-09-23 02:32:42,2026-09-23 02:29:09,2026-09-23 10:00:00,447.3,0.5759671352418788,0.4240328647581213,0.6000000000000001,0.4484304932735426,1050,3739008450
khromacheva|a|yuan|e,2026-09-23 02:32:42,2026-09-23 02:29:09,2026-09-23 11:00:00,507.3,0.5390342986976634,0.46096570130233666,0.5633187772925764,0.4854368932038835,500,3739012307
maduzzi|g|serban|r,2026-09-23 02:32:42,2026-09-23 02:32:42,2026-09-23 06:30:00,237.3,0.5453511946446948,0.4546488053553053,0.5689655172413793,0.47846889952153115,350,3739019943
fondriest|m|singh|k,2026-09-23 02:32:42,2026-09-23 02:29:09,2026-09-23 09:00:00,387.3,0.10779966544247162,0.8922003345575285,0.14684287812041116,0.9218139171227521,50,3739017891
duhan|c|elsayed|a,2026-09-23 02:32:42,2026-09-23 02:29:09,2026-09-23 09:00:00,387.3,0.402858395493925,0.597141604506075,0.44052863436123346,0.6336996336996338,50,3739017170
hu|j|kopriva|v,2026-09-23 02:32:42,2026-09-23 02:32:42,2026-09-23 06:30:00,237.3,0.020743160076345107,0.9792568399236549,0.034940600978336823,0.9877585995837924,275,3739019968
arzhankin|a|ibrahim|k,2026-09-23 02:32:42,2026-09-23 02:29:09,2026-09-23 09:00:00,387.3,0.8149767011559911,0.18502329884400898,0.8493975903614458,0.22522522522522526,50,3739018032
fernandez|l|parks|a,2026-09-23 02:32:42,2026-09-23 02:29:09,2026-09-23 12:00:00,567.3,0.7453113688814372,0.2546886311185628,0.7596153846153847,0.2695417789757412,3750,3739011418
ozeki|m|yang|y,2026-09-23 02:32:42,2026-09-23 02:29:09,2026-09-23 03:26:00,53.3,0.07198348654710005,0.9280165134529,0.09363295880149813,0.9449642267473858,450,3739018219
pridankina|e|zaytseva|k,2026-09-23 02:32:42,2026-09-23 02:29:09,2026-09-23 11:30:00,537.3,0.6290794697227093,0.3709205302772907,0.6527777777777778,0.39525691699604737,1050,3739011796
faucon|r|nouchakis|g,2026-09-23 02:32:42,2026-09-23 02:29:09,2026-09-23 09:00:00,387.3,0.9384190918416206,0.06158090815837909,0.9614940315748941,0.0970873786407767,50,3739017490
biryukov|p|muller|a,2026-09-23 02:32:42,2026-09-23 02:29:09,2026-09-23 05:00:00,147.3,0.2842046817260682,0.7157953182739318,0.303951367781155,0.7347480106100795,1750,3739019110
kroitor|k|sanchez|m,2026-09-23 02:32:42,2026-09-23 02:32:42,2026-09-23 08:30:00,357.3,0.865060159086043,0.13493984091395708,0.88998899889989,0.16447368421052633,350,3739019968
andreeva|m|sasnovich|a,2026-09-23 02:32:42,2026-09-23 02:29:09,2026-09-23 10:30:00,477.3,0.8883955172777321,0.1116044827222679,0.9047619047619049,0.1303780964797914,1250,3739009306
lorusso|l|waldner|n,2026-09-23 02:32:42,2026-09-23 02:29:09,2026-09-23 09:00:00,387.3,0.5447378529287051,0.4552621470712949,0.5815899581589958,0.4926108374384236,50,3739018899
rakhimova|k|volynets|k,2026-09-23 02:32:42,2026-09-23 02:29:09,2026-09-23 03:00:00,27.3,0.34890060852050436,0.6510993914794955,0.36363636363636365,0.6655518394648829,3000,3739015490
cengiz|b|mert|a,2026-09-23 02:32:42,2026-09-23 02:29:09,2026-09-23 13:00:00,627.3,0.7397812779895799,0.2602187220104202,0.7630331753554502,0.2849002849002849,1050,3739011884
dencheva|r|mazzola|a,2026-09-23 02:32:42,2026-09-23 02:32:42,2026-09-23 06:30:00,237.3,0.8773989271416418,0.12260107285835821,0.8979591836734695,0.14662756598240467,350,3739019968
karamoko|d|shinikova|c,2026-09-23 02:32:42,2026-09-23 02:29:09,2026-09-23 10:00:00,447.3,0.8025463732873508,0.19745362671264918,0.8251748251748252,0.2222222222222222,100,3739014955
castagnola|l|hrazdil|j,2026-09-23 02:32:42,2026-09-23 02:29:09,2026-09-23 09:00:00,387.3,0.7906732893535998,0.20932671064640027,0.8257839721254355,0.24937655860349128,50,3739017602
alhogbani|a|krajci|m,2026-09-23 02:32:42,2026-09-23 02:29:09,2026-09-23 09:00:00,387.3,0.16546565251689302,0.8345343474831072,0.20576131687242802,0.8682476943346508,50,3739016359
back|d|joint|m,2026-09-23 02:32:42,2026-09-23 02:29:09,2026-09-23 05:00:00,147.3,0.23370480098129004,0.7662951990187099,0.24875621890547267,0.7807017543859649,3000,3739017040
sun|f|tomic|b,2026-09-23 02:32:42,2026-09-23 02:32:42,2026-09-23 06:00:00,207.3,0.3492665830238775,0.6507334169761223,0.36900369003690037,0.66996699669967,1300,3739019943
dvalishvili|l|pawlikowska|z,2026-09-23 02:32:42,2026-09-23 02:32:42,2026-09-23 06:30:00,237.3,0.0549699259046576,0.9450300740953425,0.07507507507507508,0.9599839935974389,350,3739019873
gleason|u|prozorova|s,2026-09-23 02:32:42,2026-09-23 02:29:09,2026-09-23 08:00:00,327.3,0.7765648673791087,0.22343513262089115,0.8015873015873016,0.2506265664160401,500,3739012221
falkowska|w|iatcenko|p,2026-09-23 02:32:42,2026-09-23 02:29:09,2026-09-23 10:00:00,447.3,0.30121264068958126,0.698787359310419,0.32573289902280134,0.7222222222222222,1050,3739011638
dougaz|a|komagata|r,2026-09-23 02:32:42,2026-09-23 02:29:09,2026-09-23 03:08:00,35.3,0.9563252150753695,0.04367478492463023,0.9696048632218845,0.06238303181534622,450,3739009698
morais|d|poullain|l,2026-09-23 02:32:42,2026-09-23 02:29:09,2026-09-23 11:00:00,507.3,0.20550299389180202,0.794497006108198,0.24038461538461536,0.8254799301919721,225,3739015329
kotov|p|mochizuki|s,2026-09-23 02:32:42,2026-09-23 02:32:42,2026-09-23 06:30:00,237.3,0.5624209799926835,0.43757902000731635,0.5833333333333333,0.4587155963302753,1300,3739019943
persson|k|timofeeva|m,2026-09-23 02:32:42,2026-09-23 02:29:09,2026-09-23 13:30:00,657.3,0.1825390144410714,0.8174609855589288,0.20746887966804978,0.84,800,3739008657
jubb|p|lanik|t,2026-09-23 02:32:42,2026-09-23 02:32:42,2026-09-23 09:00:00,387.3,0.9319440077320111,0.06805599226798886,0.9561979851073149,0.10427528675703858,50,3739019873
chopra|k|safonov|a,2026-09-23 02:47:33,2026-09-23 02:47:33,2026-09-23 10:30:00,462.4,0.8401635728605343,0.15983642713946578,0.8699609882964889,0.19493177387914232,225,3739028345
lorusso|l|waldner|n,2026-09-23 02:47:33,2026-09-23 02:44:15,2026-09-23 09:00:00,372.4,0.5444169633103447,0.4555830366896552,0.576271186440678,0.48780487804878053,225,3739025618
ehab|m|senn|n,2026-09-23 02:47:33,2026-09-23 02:44:15,2026-09-23 09:00:00,372.4,0.4005292815030808,0.5994707184969191,0.4329004329004329,0.6309963099630996,225,3739025672
cordoba|c|navarro|b,2026-09-23 02:47:33,2026-09-23 02:47:33,2026-09-23 10:00:00,432.4,0.8456190032359627,0.15438099676403724,0.8751560549313359,0.1893939393939394,100,3739028345
astakhova|d|korneeva|a,2026-09-23 02:47:33,2026-09-23 02:44:15,2026-09-23 06:30:00,222.4,0.14183482724052163,0.8581651727594783,0.16129032258064516,0.8756218905472637,1125,3739020952
back|d|joint|m,2026-09-23 02:47:33,2026-09-23 02:44:15,2026-09-23 05:00:00,132.4,0.23587223736301063,0.7641277626369894,0.2506265664160401,0.7782705099778271,3000,3739022195
park|s|tararudee|l,2026-09-23 02:47:33,2026-09-23 02:47:33,2026-09-23 03:00:00,12.4,0.1453531488986541,0.854646851101346,0.16233766233766234,0.8701298701298701,1500,3739028345
ozeki|m|yang|y,2026-09-23 02:47:33,2026-09-23 02:47:33,2026-09-23 03:35:00,47.4,0.07198348654710005,0.9280165134529,0.09363295880149813,0.9449642267473858,450,3739027772
alhogbani|a|krajci|m,2026-09-23 02:47:33,2026-09-23 02:44:15,2026-09-23 09:00:00,372.4,0.17328158179625475,0.8267184182037453,0.20833333333333334,0.8569384835479256,225,3739025826
hanatani|n|ishii|s,2026-09-23 02:47:33,2026-09-23 02:44:15,2026-09-23 02:51:08,3.6,0.06630864097446683,0.9336913590255329,0.08748906386701663,0.9500249875062469,450,3739026071
jiang|z|wang|w,2026-09-23 02:47:33,2026-09-23 02:44:15,2026-09-23 03:38:00,50.4,0.8240343225703319,0.1759656774296679,0.8463901689708141,0.2008032128514056,450,3739024498
diaz|e|giustino|l,2026-09-23 02:47:33,2026-09-23 02:44:15,2026-09-23 10:00:00,432.4,0.13440663853576038,0.8655933614642399,0.17421602787456444,0.8974358974358974,50,3739025551
garcia|a|paez|l,2026-09-23 02:47:33,2026-09-23 02:47:33,2026-09-23 09:00:00,372.4,0.7849303962517102,0.21506960374828982,0.8161764705882354,0.25,100,3739027851
abasolo|t|schlossmann|f,2026-09-23 02:47:33,2026-09-23 02:47:33,2026-09-23 10:00:00,432.4,0.6461266364693273,0.3538733635306726,0.6784565916398714,0.38759689922480617,225,3739028208
arzhankin|a|ibrahim|k,2026-09-23 02:47:33,2026-09-23 02:44:15,2026-09-23 09:00:00,372.4,0.8144779072990727,0.18552209270092732,0.8452012383900929,0.22075055187637974,225,3739025126
marmousez|l|reyniak|m,2026-09-23 02:47:33,2026-09-23 02:44:15,2026-09-23 10:00:00,432.4,0.9329370945938174,0.0670629054061827,0.9570262140094542,0.10319917440660475,50,3739025143
prata|v|stice|t,2026-09-23 02:47:33,2026-09-23 02:44:15,2026-09-23 11:00:00,492.4,0.6040567757143233,0.39594322428567674,0.6363636363636364,0.4291845493562232,225,3739022241
maguire|c|parisca|i,2026-09-23 02:47:33,2026-09-23 02:47:33,2026-09-23 10:00:00,432.4,0.037500352785075464,0.9624996472149246,0.06406149903907751,0.9783033195921024,100,3739028345
meza|m|mi|l,2026-09-23 02:47:33,2026-09-23 02:44:15,2026-09-23 08:30:00,342.4,0.24176920814302585,0.758230791856974,0.2717391304347826,0.7858672376873661,350,3739022296
crivellaro|g|marchi|a,2026-09-23 02:47:33,2026-09-23 02:47:33,2026-09-23 10:30:00,462.4,0.37473783025175833,0.6252621697482417,0.4081632653061224,0.6575342465753424,100,3739027806
handel|t|marcos|p,2026-09-23 02:47:33,2026-09-23 02:44:15,2026-09-23 10:00:00,432.4,0.23045131575634437,0.7695486842436557,0.27027027027027023,0.8050682261208576,50,3739026653
elkady|j|smirnova|k,2026-09-23 02:47:33,2026-09-23 02:44:15,2026-09-23 06:30:00,222.4,0.13515240144478072,0.8648475985552194,0.1594896331738437,0.8859749144811859,350,3739022296
jubb|p|lanik|t,2026-09-23 02:47:33,2026-09-23 02:47:33,2026-09-23 09:00:00,372.4,0.9316351451961961,0.06836485480380403,0.9535315985130111,0.09950248756218905,225,3739028345
royer|v|walton|a,2026-09-23 02:47:33,2026-09-23 02:44:15,2026-09-23 12:00:00,552.4,0.4859702710301888,0.5140297289698113,0.5024875621890548,0.5305164319248826,2250,3739024716
hsieh|j|nicholls|t,2026-09-23 02:47:33,2026-09-23 02:44:15,2026-09-23 03:00:00,12.4,0.2809929367074894,0.7190070632925106,0.3076923076923077,0.7442455242966751,500,3739026183
castagnola|l|hrazdil|j,2026-09-23 02:47:33,2026-09-23 02:44:15,2026-09-23 09:00:00,372.4,0.7903628056779529,0.20963719432204717,0.8214285714285714,0.24449877750611249,225,3739025672
kurt|i|masiianskaia|m,2026-09-23 02:47:33,2026-09-23 02:44:15,2026-09-23 08:30:00,342.4,0.8211241114322207,0.17887588856777928,0.8475609756097561,0.20876826722338204,350,3739022437
crisostomo|g|michalski|d,2026-09-23 02:47:33,2026-09-23 02:47:33,2026-09-23 09:00:00,372.4,0.03679858043944225,0.9632014195605577,0.0632111251580278,0.9788270167266567,150,3739027899
ferrari|g|seghetti|s,2026-09-23 02:47:33,2026-09-23 02:47:33,2026-09-23 09:00:00,372.4,0.7958670856804244,0.20413291431957561,0.8269896193771626,0.23923444976076558,150,3739028345
fondriest|m|singh|k,2026-09-23 02:47:33,2026-09-23 02:44:15,2026-09-23 09:00:00,372.4,0.1081878864588565,0.8918121135411435,0.14204545454545456,0.9183673469387756,225,3739025672
biryukov|p|muller|a,2026-09-23 02:47:33,2026-09-23 02:44:15,2026-09-23 05:00:00,132.4,0.28786394050206965,0.7121360594979304,0.3076923076923077,0.7311827956989247,1750,3739024498
basilashvili|n|cina|f,2026-09-23 02:47:33,2026-09-23 02:44:15,2026-09-23 06:30:00,222.4,0.3720379130285348,0.6279620869714653,0.39370078740157477,0.6491228070175439,1300,3739020513
cekirge|k|sheyngezikht|l,2026-09-23 02:47:33,2026-09-23 02:47:33,2026-09-23 10:00:00,432.4,0.2694506797878854,0.7305493202121146,0.303951367781155,0.7624703087885986,100,3739028186
piening|c|siniakov|d,2026-09-23 02:47:33,2026-09-23 02:47:33,2026-09-23 08:30:00,342.4,0.0644765667348868,0.9355234332651132,0.10030090270812436,0.9591336330200245,50,3739027772
baker|b|maxted|l,2026-09-23 02:47:33,2026-09-23 02:44:15,2026-09-23 11:00:00,492.4,0.22557708361716222,0.7744229163828379,0.2604166666666667,0.8058252427184467,225,3739021761
kravchenko|g|tabacco|g,2026-09-23 02:47:33,2026-09-23 02:44:15,2026-09-23 11:00:00,492.4,0.5065800867774211,0.493419913222579,0.5391705069124424,0.5260663507109005,225,3739021948
wang|y|zharkikh|m,2026-09-23 02:47:33,2026-09-23 02:44:15,2026-09-23 03:39:00,51.4,0.9727105204649624,0.027289479535037586,0.9828267216211576,0.04310344827586207,450,3739024498
fellows|j|leal|r,2026-09-23 02:47:33,2026-09-23 02:44:15,2026-09-23 11:00:00,492.4,0.5592113024711363,0.44078869752886374,0.5918367346938775,0.4739336492890995,225,3739022065
marino|p|vanshelboim|e,2026-09-23 02:47:33,2026-09-23 02:47:33,2026-09-23 09:00:00,372.4,0.29078083476967814,0.7092191652303219,0.3246753246753247,0.7409326424870467,150,3739028345
krejcikova|b|mertens|e,2026-09-23 02:47:33,2026-09-23 02:44:15,2026-09-23 06:30:00,222.4,0.33492430989420563,0.6650756901057945,0.34965034965034963,0.6794871794871794,3750,3739022437
anthrop|j|tabacco|f,2026-09-23 02:47:33,2026-09-23 02:44:15,2026-09-23 11:00:00,492.4,0.522974166194581,0.47702583380541896,0.5555555555555556,0.5098039215686274,225,3739021843
leykina|p|tang|x,2026-09-23 02:47:33,2026-09-23 02:44:15,2026-09-23 02:39:00,-8.6,0.7816380790365862,0.21836192096341353,0.8046875000000001,0.24330900243309006,450,3739024498
krom|m|rodenas|p,2026-09-23 02:47:33,2026-09-23 02:44:15,2026-09-23 10:00:00,432.4,0.2755730397117435,0.7244269602882566,0.31446540880503143,0.7601918465227817,50,3739026624
barsukov|n|han|s,2026-09-23 02:47:33,2026-09-23 02:44:15,2026-09-23 04:00:00,72.4,0.7539370473955433,0.24606295260445682,0.7772828507795101,0.2710027100271003,450,3739004395
fellin|p|ouakaa|a,2026-09-23 02:47:33,2026-09-23 02:44:15,2026-09-23 09:00:00,372.4,0.5453253428625837,0.4546746571374164,0.5780590717299579,0.48780487804878053,225,3739025697
choi|o|li|x,2026-09-23 02:47:33,2026-09-23 02:47:33,2026-09-23 02:43:00,-4.6,0.800785953553467,0.19921404644653296,0.8236331569664903,0.2242152466367713,450,3739027772
borrelli|l|xilas|i,2026-09-23 02:47:33,2026-09-23 02:47:33,2026-09-23 10:00:00,432.4,0.06800874156494635,0.9319912584350538,0.09910802775024777,0.9538319482917822,100,3739028186
kakenova|a|zhu|c,2026-09-23 02:47:33,2026-09-23 02:47:33,2026-09-23 03:37:00,49.4,0.06349256911165894,0.9365074308883411,0.08445945945945946,0.9525391551969625,450,3739028345
poritskyy|a|zakaria|f,2026-09-23 02:47:33,2026-09-23 02:44:15,2026-09-23 09:00:00,372.4,0.05785860734565739,0.9421413926543427,0.08779631255487269,0.9622926093514329,225,3739025126
jong|s|tomas|i,2026-09-23 02:47:33,2026-09-23 02:44:15,2026-09-23 10:00:00,432.4,0.9465718136811861,0.053428186318813804,0.967958987504005,0.08779631255487269,50,3739026466
faucon|r|nouchakis|g,2026-09-23 02:47:33,2026-09-23 02:44:15,2026-09-23 09:00:00,372.4,0.9381482929795937,0.06185170702040609,0.958982772764561,0.09225092250922509,225,3739025191
johns|g|rapagnetta|d,2026-09-23 02:47:33,2026-09-23 02:47:33,2026-09-23 10:30:00,462.4,0.5163931486018176,0.48360685139818244,0.5495495495495495,0.5169082125603864,150,3739028345
noguchi|r|svrcina|d,2026-09-23 02:47:33,2026-09-23 02:44:15,2026-09-23 06:00:00,192.4,0.19329857115558502,0.806701428844415,0.21321961620469085,0.8251748251748252,975,3739022437
duhan|c|elsayed|a,2026-09-23 02:47:33,2026-09-23 02:44:15,2026-09-23 09:00:00,372.4,0.40308308287901223,0.5969169171209877,0.4366812227074236,0.6296296296296295,225,3739025096
carboni|l|pennaforti|g,2026-09-23 02:47:33,2026-09-23 02:47:33,2026-09-23 09:00:00,372.4,0.6882998951681147,0.31170010483188526,0.7206703910614525,0.34602076124567477,150,3739028345
giorgio|p|lokoli|l,2026-09-23 02:47:33,2026-09-23 02:47:33,2026-09-23 10:30:00,462.4,0.036543744239579574,0.9634562557604202,0.06289308176100629,0.9790136411332634,100,3739027806
angelini|l|sciahbasi|m,2026-09-23 02:47:33,2026-09-23 02:47:33,2026-09-23 10:30:00,462.4,0.6056328727648724,0.3943671272351277,0.6376811594202898,0.4273504273504274,100,3739027899
gomila|m|melnic|v,2026-09-23 02:47:33,2026-09-23 02:44:15,2026-09-23 10:00:00,432.4,0.7651330236227141,0.23486697637728596,0.800796812749004,0.2747252747252747,50,3739027162
petrofsky|d|zgola|b,2026-09-23 02:47:33,2026-09-23 02:47:33,2026-09-23 10:00:00,432.4,0.33920428403499664,0.6607957159650033,0.37735849056603776,0.696969696969697,50,3739028105
galus|p|shylov|h,2026-09-23 02:47:33,2026-09-23 02:47:33,2026-09-23 08:30:00,342.4,0.2157614163563937,0.7842385836436063,0.2557544757033248,0.8194945848375451,50,3739027851
filip|j|kusy|j,2026-09-23 02:47:33,2026-09-23 02:47:33,2026-09-23 10:00:00,432.4,0.7771918272928113,0.22280817270718875,0.8123827392120074,0.26246719160104987,50,3739028092
pokorny|l|zielinski|m,2026-09-23 02:47:33,2026-09-23 02:47:33,2026-09-23 10:00:00,432.4,0.4999999999999999,0.4999999999999999,0.5370370370370371,0.5370370370370371,50,3739028186
cordoba|c|navarro|b,2026-09-23 02:54:28,2026-09-23 02:54:22,2026-09-23 10:00:00,425.5,0.8456190032359627,0.15438099676403724,0.8751560549313359,0.1893939393939394,225,3739030905
ozeki|m|yang|y,2026-09-23 02:54:28,2026-09-23 02:54:22,2026-09-23 03:52:00,57.5,0.07198348654710005,0.9280165134529,0.09363295880149813,0.9449642267473858,450,3739032205
hayasaka|k|rajecki|a,2026-09-23 02:54:28,2026-09-23 02:54:22,2026-09-23 03:00:00,5.5,0.3363241437594815,0.6636758562405185,0.36101083032490977,0.6875,450,3739031767
jiang|z|wang|w,2026-09-23 02:54:28,2026-09-23 02:54:22,2026-09-23 03:55:00,60.5,0.8240343225703319,0.1759656774296679,0.8463901689708141,0.2008032128514056,450,3739028704
diaz|e|giustino|l,2026-09-23 02:54:28,2026-09-23 02:54:22,2026-09-23 10:00:00,425.5,0.13478135865457508,0.865218641345425,0.1694915254237288,0.8937300743889479,150,3739030849
garcia|a|paez|l,2026-09-23 02:54:28,2026-09-23 02:54:22,2026-09-23 09:00:00,365.5,0.7849303962517102,0.21506960374828982,0.8161764705882354,0.25,225,3739030507
marmousez|l|reyniak|m,2026-09-23 02:54:28,2026-09-23 02:54:22,2026-09-23 10:00:00,425.5,0.932627937340632,0.06737206265936789,0.9543795620437956,0.09842519685039369,150,3739030507
